Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
1407;RENADE;262-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO UNION SOCIAL;SAN JUAN DE MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;1449-145-87;182;240-263;;
1408;RENADE;263-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO LOS INTIMOS DE JOSE GALVEZ;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PACHACAMAC;FUTBOL;LIBRO DE CLUBES RDIPD;1450-145-87;182;240-263;;
1409;RENADE;264-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION CULTURAL 24 DE JUNIO;INDEPENDENCIA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE INDEPENDENCIA;VOLEIBOL;LIBRO DE CLUBES RDIPD;1451-146-87;182;264-278;;
1410;RENADE;265-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CULTURAL CHACRA COLORADA;BREÑA ;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BREÑA;FUTBOL;LIBRO DE CLUBES RDIPD;1452-146-87;182;264-278;;
1411;RENADE;266-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO LOS HURACANES;MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE NATACION ;NATACION;LIBRO DE CLUBES RDIPD;1453-146-87;182;264-278;;
1412;RENADE;267-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO JUVENILIA;HUACHO;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE BASKETBALL FEMENINO, VOLEIBOL DE HUACHO ;BASKETBALL Y VOLEIBOL;LIBRO DE CLUBES RDIPD;1454-146-87;182;264-278;;
1413;RENADE;268-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SPORT LIMA SIETE VBC;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE COMAS;VOLEIBOL;LIBRO DE CLUBES RDIPD;1455-146-77;182;264-278;;
1414;RENADE;269-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ADC MIFE;VILLA EL SALVADOR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE VILLA EL SALVADOR;VOLEIBOL;LIBRO DE CLUBES RDIPD;1456-146-87;182;264-278;;
1415;RENADE;270-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR AREQUIPA;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CARABAYLLO;FUTBOL;LIBRO DE CLUBES RDIPD;1457-146-87;182;264-278;;
1416;RENADE;271-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CAZA, PESCA Y TIRO AL VUELO MERLIN;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE CAZA Y PESCA;CAZA Y PESCA;LIBRO DE CLUBES RDIPD;1458-146-87;182;264-278;;
1417;RENADE;272-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR CHAVIN;IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1459-146-87;182;264-278;;
1418;RENADE;273-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION COUNTRY CLUB EL BOSQUE ;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA PROVINCIAL DE BOCHAS, VOLEIBOL Y TENIS DE LIMA;BOCHAS, VOLEIBOL Y TENIS;LIBRO DE CLUBES RDIPD;1460-146-87;182;264-278;;
1419;RENADE;274-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SANTA FE;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1461-147-87;182;264-278;;
1420;RENADE;275-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO BOLOS PUEBLO LIBRE;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE BOLOS;BOLOS;LIBRO DE CLUBES RDIPD;1462-147-87;182;264-278;;
1421;RENADE;276-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SPORT SOCIAL JUVENTUD LURIN N° 1;LURIN;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LURIN;FUTBOL;LIBRO DE CLUBES RDIPD;1463-147-87;182;264-278;;
1422;RENADE;277-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION DE TURISMO DE AVENTURA ALTA MONTAÑA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE TABLA;TABLA;LIBRO DE CLUBES RDIPD;1464-147-87;182;264-278;;
1423;RENADE;278-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO PUCASANA;PUCUSANA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHILCA;FUTBOL;LIBRO DE CLUBES RDIPD;1465-147-87;182;264-278;;
1424;RENADE;279-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL INDEPENDIENTE SAN FELIPE;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE CARABAYLLO;FUTBOL;LIBRO DE CLUBES RDIPD;1466-147-87;182;279-311;;
1425;RENADE;280-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JORGE CHAVEZ;LURIN ;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE LURIN;FUTBOL;LIBRO DE CLUBES RDIPD;1467-147-87;182;279-311;;
1426;RENADE;281-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL SANTA CRUZ;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RDIPD;1468-147-87;182;279-311;;
1427;RENADE;282-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SANTOS ;SAN JUAN DE MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN JUAN DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;1469-147-87;182;279-311;;
1428;RENADE;283-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CASA BLANCA;SAN LUIS;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1470-147-87;182;279-311;;
1429;RENADE;284-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DIAMANTE F.B.C.;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE PUEBLO LIBRE;FUTBOL;LIBRO DE CLUBES RDIPD;1471-148-87;182;279-311;;
1430;RENADE;285-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR JITA;LUNAHUANA;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE LUNAHUANA ;FUTBOL;LIBRO DE CLUBES RDIPD;1472-148-87;182;279-311;;
1431;RENADE;286-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SPORT COVI CLUB;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1473-148-87;182;279-311;;
1432;RENADE;287-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ESTUDIANTES UNIDOS;SAN JUAN DE MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN JUAN DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;1474-148-87;182;279-311;;
1433;RENADE;288-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SANTA BARBARA;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1475-148-87;182;279-311;;
1434;RENADE;289-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO LA MARINA;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE PUEBLO LIBRE;FUTBOL;LIBRO DE CLUBES RDIPD;1476-148-87;182;279-311;;
1435;RENADE;290-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO LOS INTIMOS EL SOL;BARRANCO;LIMA ;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1477-148-87;182;279-311;;
1436;RENADE;291-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL VASCO DE GAMA;CHANCAY;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHANCAY;FUTBOL;LIBRO DE CLUBES RDIPD;1478-148-87;182;279-311;;
1437;RENADE;292-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR ANTOFAGASTA;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1479-148-87;182;279-311;;
1438;RENADE;293-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO RICARDO PALMA;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1480-148-87;182;279-311;;
1439;RENADE;294-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO REAL MALA;MALA ;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MALA ;FUTBOL;LIBRO DE CLUBES RDIPD;1481-149-87;182;279-311;;
1440;RENADE;295-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CULTURAL ATLETICO HURACAN;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1482-147-87;182;279-311;;
1441;RENADE;296-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO UNION DEPORTIVO OLIVAR;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE PUEBLO LIBRE;FUTBOL;LIBRO DE CLUBES RDIPD;1483-149-87;182;279-311;;
1442;RENADE;297-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL REAL ESTRELLA ;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1484-149-87;182;279-311;;
1443;RENADE;298-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ALIANZA AYMARA;CALANGO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1485-149-87;182;279-311;;
1444;RENADE;299-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL Y CULTURAL JUVENTUD SAN ANTONIO;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1486-149-87;182;279-311;;
1445;RENADE;300-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO INDEPENDIENTE;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1487-149-87;182;279-311;;
1446;RENADE;301-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL Y CULTURAL 17 DE FEBRERO;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1488-149-87;182;279-311;;
1447;RENADE;302-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO LA PASCANA ;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1489-149-87;182;279-311;;
1448;RENADE;303-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR MIRAFLORES;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1490-149-87;182;279-311;;
1449;RENADE;304-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCAL CULTURAL A.N.A.M.;SAN ANTONIO;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;1491-150-87;182;279-311;;
1450;RENADE;305-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ESTUDIANTES CONDESTABLE;MALA ;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MALA;FUTBOL;LIBRO DE CLUBES RDIPD;1492-150-87;182;279-311;;
1451;RENADE;306-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO 26 DE  NOVIEMBRE;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RDIPD;1493-150-87;182;279-311;;
1452;RENADE;307-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION CULTURAL LAS AMERICAS;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1494-150-87;182;279-311;;
1453;RENADE;308-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL 28 DE JULIO;HUARAL;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE HUARAL;FUTBOL;LIBRO DE CLUBES RDIPD;1495-150-87;182;279-311;;
1454;RENADE;309-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL EL CARMEN;AUCALLAMA;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE AUCALLAMA;FUTBOL;LIBRO DE CLUBES RDIPD;1496-150-87;182;279-311;;
1455;RENADE;310-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JUVENTUD LIBERTAD;SAN MIGUEL;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MIGUEL;FUTBOL;LIBRO DE CLUBES RDIPD;1497-150-87;182;279-311;;
1456;RENADE;311-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO UNION BUENOS AIRES DE VILLA;CHORRILLOS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE CHORRILLOS;FUTBOL;LIBRO DE CLUBES RDIPD;1498-150-87;182;279-311;;
1457;RENADE;312-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR CANTAGALLO;CAÑETE - IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1499-150-87;182;312-340;;
1458;RENADE;313-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SANTOS FUTBOL CLUB;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1500-150-87;182;312-340;;
1459;RENADE;314-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ALEJANDRO VILLANUEVA;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1501-151-87;182;312-340;;
1460;RENADE;315-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL LA FLORIDA;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1502-151-87;182;312-340;;
1461;RENADE;316-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR LA ESPERANZA;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1503-151-87;182;312-340;;
1462;RENADE;317-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO MELGAR FBC;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1504-151-87;182;312-340;;
1463;RENADE;318-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO DEFENSOR HURACAN;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1505-151-07;182;312-340;;
1464;RENADE;319-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ATLETICO MIGUEL GRAU;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1506-151-87;182;312-340;;
1465;RENADE;320-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO UNION JUVENTUD NUEVO IMPERIAL;NUEVO IMPERIAL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1507-151-87;182;312-340;;
1466;RENADE;321-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL, CULTURAL JUVENTUD UNIDA;PATIVILCA;BARRANCA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PATIVILCA;FUTBOL;LIBRO DE CLUBES RDIPD;1508-151-87;182;312-340;;
1467;RENADE;322-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO VIRGEN DE CHAPI;SAN JUAN DE LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE SAN JUAN DE LURIGANCHO;FUTBOL;LIBRO DE CLUBES RDIPD;1509-151-87;182;312-340;;
1468;RENADE;323-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO SOCIAL LOLO FERNANDEZ;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1510-151-87;182;312-340;;
1469;RENADE;324-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION NISEI CALLAO A.N.C.;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE SOFTBOL Y LIGA DISTRITAL DE ATLETISMO DE PUEBLO LIBRE;SOFTBOL Y ATLETISMO;LIBRO DE CLUBES RDIPD;1511-152-87;182;312-340;;
1470;RENADE;325-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO HIPOCAMPO DE CAZA, PESCA Y TIRO AL VUELO;SAN ISIDRO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE CAZA, PESCA Y TIRO AL VUELO;CAZA, PESCA Y TIRO AL VUELO;LIBRO DE CLUBES RDIPD;1512-152-87;182;312-340;;
1471;RENADE;326-DINADAF-RD-87;1987;30/04/1987;CLUB HIPICO PERUANO;VILLA EL SALVADOR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE DEPORTES ECUESTRES;ECUESTRES;LIBRO DE CLUBES RDIPD;1513-152-87;182;312-340;;
1472;RENADE;327-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CULTURAL SAN FERNANDO;LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE CHOSICA;FUTBOL;LIBRO DE CLUBES RDIPD;1514-152-87;182;312-340;;
1473;RENADE;328-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO BELLA ESPERANZA;CERRO AZUL;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1515-152-87;182;312-340;;
